textID,text,selected_text,sentiment,text_length
22f2a72954,I sure do wish my mind could enter that box called 'nothing' that men have.  My brain just won`t go there... and it`s exhausting.,exhausting.,negative,24
4d22024a1b, Sorry we couldn`t get the projector working with the windoze laptop  but a ton of people came up afterwards and saw it live,Sorry,negative,23
4e608ac71f,Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho,Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho,positive,22
5562fd3c9b," I get motivated by the fact that I know I`ll wake up and be more productive if I go, then if I sleep in, just me though",motivated,positive,27
8bfe09c2d3, I`m with you there - filing is so much less fun than sorting cos you still have to look at it & hunt down details,fun,positive,25
88982cd998,17 Again was actually quite good considering...off to bed now. Long day tomorrow. June 12th...please come soon (but not too soon),good,positive,21
732af7dd84,GASP] pulleaase dont hate me if u ask me a question and i dont answer you ... at any given time. i just cant see you! sorry,pulleaase dont hate me if u ask me a question and i dont answer you ... at any given time. i just cant see you! sorry,neutral,27
ba91134463,"14 hours later, I am still too drunk to drive... For shame on me for letting myself drink that much. I am not in peak spirits right now.",shame,negative,28
eb01b80cfe, i know i really wanna do some more stuff im out of school in the next week so ill have a few free days a week... ill hit u up,so ill have a few free days a week... ill hit u up,negative,30
3bb9578f4b, hey cant wait 4 u guys 2 come over 2 jersey woop.... hope ur lookin 4ward 2 it coz we r  x,. hope ur lookin 4ward,positive,22
279450e8db," no wayyy, that`s too funny.  well he sure is missing out, but ever since you left, i feel i am too  when is your next visit?","no wayyy, that`s too funny.  well he sure is missing out, but ever since you left, i feel i am too  when is your next visit?",neutral,26
258742b130,"AAAAARRRRGGGHHH! there is a huge spider in the towel pile, *cries* glad Kerbear isn`t here  sorry mum cant bring the rest in",AAAAARRRRGGGHHH!,negative,22
1823b30898, im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that,im sorry.,negative,21
417f3c25ef,"_lantos Jeff can`t Forcast tonight.  He says Saturday he`s good at 8:30 your time. If,you knowï¿½ you don`t have A LIFE on Saturdays.",good,positive,23
b0794b5a7e,"Just found out I want be able to go see my daddy tomorrow before he leaves because Ty has an activity tomorrow morning, that sucks",sucks,negative,25
0d8328f19c," Just wanted to point out that on Youtube, you have more subscribers than Tom Felton. Thought that might make you happy.",happy.,positive,21
1c6be5f128, Cant wait && Cant wait to see the 3d concert experience (i live in the uk) the was the trailer at the cinema yesterday.,Cant wait to see the 3d concert,positive,24
a957bf91fe," Aw you named your car, that`s very sweet. I`m sorry to hear that Petey has to go, I hope you find a really posh rollerskate.","Aw you named your car, that`s very sweet. I`m sorry to hear that Petey has to go, I hope you find a really posh rollerskate.",neutral,25
2b52970888, Hi bunny! I recently have subcribed to your channel on YouTube! You make some great stuff. Kinda just wanted to say hi!,great,positive,22
10b4c609a2,Just finished first workout on Jillian Michaels 30day making the cut program!  Feeling great  Hopefully the eating will be just as good,Hopefully,positive,22
fd62fc47b6,Just got back from Carlton in Greenville.  Benz is getting serviced.  Time to make some money.    I think I`ll make some sales calls...,Just got back from Carlton in Greenville.  Benz is getting serviced.  Time to make some money.    I think I`ll make some sales calls.,neutral,23
392d2d7d69,"_jean Now that I think about it, when I get to the States, they`ll probably still be touring, so they won`t be there  Dammit!",Dammit!,negative,24
b541db1127, it wouldnt let me vote yesterday  but i made up for it today. i really hope u win cause everyone knows u deserve it =D,y hope,positive,25
1c2e845644," Good morning MiaMiaDC  My weekend was great and I just had my Monday, which was also great  I hope you have a wonderful day!",a wonderfu,positive,24
312aaf4a64,there are # days of summervac & school comes along just 2 end it & the annual problem of r generation is finding a good way 2 spend it!!,the annual problem of r generation is finding a good way 2 spend it!!,neutral,29
d3d138e116,"Oh please! I wanted to complete an unfinished tweet, and 5 tweets cropped up in between!  and now my tweet looks dorky.",dorky.,negative,22
c42588deef,"My cable signal is all messed up!!! I`m missing Ghostwhisperer  In other news I have hurt my toe and have a cold, in like hot weather!!!!",hurt,negative,26
ff92b8e1bd,Exams are kinda near. Just a week more. 2 Projects yet to be submitted  and almost failing in one of the subjects. May ALLAH save me,failing,negative,26
6b04478b4d,"Scary lightning and thunder  I`m glad it`s over now. Going to sleep, I hope I`m not late to school tomorow again. Haha",glad,positive,22
e7e486ec1c, Nice idea for a M-I-L gift. Did you crochet it? Good idea about looking online.  There are Youtube videos showing lefty crochet.,Good,positive,22
9d7e4270c4,**** M-Audio IE-30s! I just remembered how much I <3 u & now the right earbud has ceased functioning  My Shure`s r 2 bright w/ lame bass.,**** M-Audio IE-30s! I just remembered how much I <3 u & now the right earbud has ceased functioning  My Shure`s r 2 bright w/ lame bass.,neutral,27
5c6f51a21a," Actually SoS won`t be here, VI will be accompanied by Gliss and Make Me. The day after Brandi Carlile, busy month gigwise","Actually SoS won`t be here, VI will be accompanied by Gliss and Make Me. The day after Brandi Carlile, busy month gigwise",neutral,22
7a775cc933,If I were a transformer... I`d step on people just to hear them *squoosh*. But I`m not so I guess I`ll just have a cup of coffee instead.,But I`m not so I guess I`ll just have a cup of coffee instead.,neutral,28
98e8d8727a, I had fun tonight! I`ll leave you with this...Brandi Carlile will be in Dallas today.  We should just sneak into the show!,fun,positive,22
7947124ca2,"more packing, cleaning, and getting **** done. last day in this apartment. this time tomorrow my **** will be in storage","more packing, cleaning, and getting **** done. last day in this apartment. this time tomorrow my **** will be in storage",neutral,21
4aba20445c, Are we going to be able to buy more than 1 ticket online through livenation tomorrow? cant make it to LA,Are we going to be able to buy more than 1 ticket online through livenation tomorrow? cant make it to LA,neutral,21
f6b586a1d4,Elena left this morning. Nine months spent living with her and now it`ll probably be about 2 years till I see her again. Hmph.,Hmph.,negative,24
e7e4b7a321,went to bestbuy today and found that they had pretty much ever HP except the one i wanted to look at,pretty much ever HP except the one i wanted to look at,positive,21
ac8da6790c,First Happy Mothers Day  Second what is it that makes us think the way we do? Why do we feel the way we feel? I dont know but i wish i did,Happy,positive,32
f750fe4fb2,": I saw US Postal was hiring, but once I was done filling out the pre-application thingy it didn`t show me jobs open in the area.",didn`t,negative,26
f58450a834," You`re not kidding when you say you have to be fast, are you?  I was there like 5 seconds after your tweet: nothing.","You`re not kidding when you say you have to be fast, are you?  I was there like 5 seconds after your tweet: nothing.",neutral,23
e9258e52e8,going to look at a bunch of open homes today. just to get a feel for the market. i think i`ve got a lot of saving to do...,going to look at a bunch of open homes today. just to get a feel for the market. i think i`ve got a lot of saving to do...,neutral,28
cc425f4dcd,"Brother #3 is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I`m sure","As charming for his 2 sisters as it is for the other female guests, I`m sure",positive,26
58490dc247,Missing my morning work out cause my bench press is back in Jakarta  goodluck diga! Test will be easy peasy! Hehehe,goodluck,positive,21
2f4ce91118,167 SQL queries to display one single deal page on OzBargain. Looks like I`ll have fun optimising it!  Bad bad Drupal...,fun,positive,21
95c4060084," it`s not the 10.5% so much as the A)Sugar and B)Taste ... lord that`ll put ya down, and not in the fun way",not in the fun way,negative,23
e4c5701166,Can you believe it:Tomorrow Night will be Jay Leno`s last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.,encourage,positive,24
e962d0bc60,I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.,I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.,neutral,25
9be30ea62e,Ahh I`m so confused  what can I do? I don`t wanna run away but can I really handle a real relationship? What is love anyways.. False hope!,False hope!,negative,27
e6617d0e5c, so great to hear from u again today! U r the best! Cannot wait to see u on the cruise!!! <3 Cindy with the sign,so great to hear from u again today! U r the best!,positive,25
60aada6ba3,i am leaving soon for Kansas City to take some of my stuff. Only 8 days of living in Carthage left.,i am leaving soon for Kansas City to take some of my stuff. Only 8 days of living in Carthage left.,neutral,21
9ce50d75b9,"thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans .",im so thankful,positive,28
e33e6b2c56,"LaLaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!","LaLaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!",neutral,24
63b90cf8f7,"Went to get dog from vets, theyve stitched her ear, charged us for it but she still bleeds like a waterfall everytime she moves. D: WHY!",bleeds,negative,26
f150c43b3d,poor bella is in the ER with her first and second ear infection since both ears are infected. Her screams were blood curdling!,screams,negative,23
3797a1673d, LOL I can imagine you doing that. Ken said to let you know he agreed with a gazillion percent of what was being said.,LOL I can imagine you doing that. Ken said to let you know he agreed with a gazillion percent of what was being said.,neutral,24
fab73f3a9f,_b BF @ gig in Portland OR.  That`s not driving distance to come save me from Burbank. I stuck ATM.  Working on plan B,stuck,negative,24
c3f8c3c648, Been meaning to email you for months. Your pre-reunion party must be coming up soon. Really wish I could be there. >140 char soon,wish,positive,24
9f38b5e487, Yep! It`s just quarter til 4 now.  I`m going to try to sleep now that my headache is subsiding. Take it easy Teddy!,y headache,negative,23
f01932eb73,Interesting. I type `bike` i get 10 bike company followers. `Download` gets me 5 IT companies. Amused.  Can you say `keyword`?!,Interesting.,positive,21
3d8e8979e4,"http://bit.ly/253ce  :: I got bit in the face by a doberman when I was four years old, I just wanted a kiss   My neighbor had about 13 ...","http://bit.ly/253ce  :: I got bit in the face by a doberman when I was four years old, I just wanted a kiss   My neighbor had about 13 ..",neutral,28
c9ed90d81c,"_A_R_A I was wondering where you were, how come you didn`t twitter for a week? and yeah Adam withdrawal syndrome is real/not nice",not nice,negative,23
970ae7e78a,SB 239K.  Flop A Q 9.  4 players check. Turn 9. I check call 200 bet. River brick. I check call with trip 9`s with K kick. He shows A9.,SB 239K.  Flop A Q 9.  4 players check. Turn 9. I check call 200 bet. River brick. I check call with trip 9`s with K kick. He shows A9.,neutral,30
e9990baa94,"I TRIED TO PUT A IRON ON , ON MY BOOK BAG AND I BURNT MY BAG WITH THE IRON LOL.. BUZZ KEEP MAKING FUN OF ME  ... (****) LOL",BUZZ KEEP MAKING FUN OF ME,positive,30
682d906b88, - nice how the lifelock suit was brought by experian basically to reduce processing costs caused by ppl who don`t want id theft,nice,positive,23
e3c4e7de07," Hi Simon, I`m new to this too - but just thought I`d tell you Jimmy Carr has tweeted that you make the Star Trek movie.","Hi Simon, I`m new to this too - but just thought I`d tell you Jimmy Carr has tweeted that you make the Star Trek movie.",neutral,25
151eaeb119,"I`m torn, do I get an extended warranty for my iPhone when mine runs out, or jailbreak? I`ve already got problems with battery & earpiece",I`ve already got problems with battery & earpiece,negative,25
07a6947b68,need to go to work soonish but i really dont want to  also trying to save money... life is fab (not),need to go to work soonish but i really dont want to  also trying to save money... life is fab (not),neutral,21
5178ae8052,"just watched devil wears prada, and i want to live in new york city more than ever. why must i be so poor",poor,negative,23
28e1433f82, Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho,Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho,neutral,21
b2c0bccf5e,"Morning all, finally got to stream media from PC to PS3 via wireless router, much easier than using a USB dongle, ah, techy simplicity.",much easier,positive,24
81b4474aa1,Yah! Feeling better and had a beaut day - Sophie razzing it at the skateboard park (at all of 3 yrs) and Charli happy at school,better,positive,26
5f7cd310d3,"Wearing exactly the same clothes as I used to wear in Canada, beanie (or touque) and all.  Ahh brings back memories... I miss the snow",miss,negative,25
23567ec4f4," Sus Ate, I was so upset, I wasn`t informed AT ALL. Turns out, they told Sarms and they expected her to tell me. Huff.","I was so upset,",negative,24
89bc78891e,"You know... time was, you could look at a Web page`s source code and figure out how it worked. Now it takes a lot more effort.","You know... time was, you could look at a Web page`s source code and figure out how it worked. Now it takes a lot more effort.",neutral,26
3fe390dcc1, lol I am blessed to have you in my life too 'mama'  Sorry about your back pain. You should do some stretches.,I am blessed to have you in my life too 'mama'  Sorry about your back pain. You should do some stretches.,neutral,22
a50c8dc573, o its feels like a hot box and no matter where i go in here it still feels like a hot box! ice cream isn`t working n e more,s like a hot box an,negative,29
6203bd4a4b, i like the positivity  And no. you may NOT change your carrer. crazyb dog lady just isn`t the same.... when`s your maths test? x,i like the positivity,positive,24
a19f11d180,"trying to decide what to do tonight. Study Chem or write the night away. The night`s still young, perhaps I`ll do both","trying to decide what to do tonight. Study Chem or write the night away. The night`s still young, perhaps I`ll do both",neutral,22
659b7abc34,"_d  I`m really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Marta","I`m really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Mart",positive,25
2c9631e79c,"Got my tattoo fixed today, and it didn`t hurt to much, thank god  Can`t wait to get the next one. $$$.",thank god,positive,21
3bdcd2e1e6, Yea I think I waited to long. oh well. thats cool. I should have signed up for more but I`m already done with core classes,. thats cool.,positive,25
ad7be4d16e," Hey David, I`m wondering if you received a letter that has a song in it? From Malaysia? please reply  and have a nice day!",a nice,positive,24
14fc34a4fb, anyways have a severe headache ryt now! i jst love dis cup of tea i made me self!! its makin the headache go away,anyways have a severe headache ryt now! i jst love dis cup of tea i made me self!! its makin the headache go away,neutral,24
9181f9e143,i dont wanna do this anymore! but the couch is jus sittin in the middle of the floor. do i really HAVE to finish?,i dont wanna do this anymore! but the couch is jus sittin in the middle of the floor. do i really HAVE to finish?,neutral,24
1dcb6fdb13,Why don`t adobe realise no one WANTS to pay for Photoshop et al so they should just give it to us for free,Why don`t adobe realise no one WANTS to pay for Photoshop et al so they should just give it to us for free,neutral,23
9f9a9e3e3d,"i wish i was outside  thats the only thing thats gonna kill me about work all day, everyday during the summer.",thats gonna kill me,negative,21
8596adbc86,"is rotting away at her desk. Would`ve been really down and out but thanks to YL, you made my day. You`re the best support system - EVER!",support,positive,27
2dbc714440," Tom , today my school played POV at the break , and I almost cryed !  your show in sao paulo is today ! I wish i could be there!",I almost cryed !,negative,30
3c286b5826,Fun at the water park then dinner at the rainforest cafe (all free!) then party tonight  pretty good Saturday I think.,pretty good Saturday,positive,21
6d25fd6041,ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.,ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.,neutral,21
e9078654cc,Ugh going to town. I can never rest!  wants to go to tylers but who knows when i will get back. (exausted),(exausted),negative,22
a73917f80c,you know you love your mom when you stay up this late just to wrap her gifts (which look glorious) & hand-make a card.. happy mothers day,happy,positive,27
e4da7d7cbb," Hope you get better. I know you will have the best medical attention. if not let me know, I will be right over",Hope,positive,23
988c82056b," Oh yeah, lots of rambly goodness. LOL You have mail.  Bed? This is early for me. ;) Probably why I`m an insomniac, huh?","Oh yeah, lots of rambly goodness. LOL You have mail.  Bed? This is early for me. ;) Probably why I`m an insomniac, huh?",neutral,23
dcef82fe30,I hate the fact that I`m 4.5 hours away from you tonight and tomorrow we`ll be 1946 miles apart  I wish you were here (,hate,negative,25
3923355e98," I don`t know enough about #Sotomayor, but she made a big boo-boo talking about making law.  Doesn`t know what 3 branches do?","I don`t know enough about #Sotomayor, but she made a big boo-boo talking about making law.  Doesn`t know what 3 branches do?",neutral,22
3dfea66c47,I wish I lived closer to the girls.  I`m tryna chill on a Friday night!    ( next weekeeend! Drink all day AND night?!),wish,positive,23
eaf0dc067f,"is sipping OJ in the sun in San Pedro at La Soberana again, with sunny smiley Nita...  The garlic tomato paste is delicious! Yummy!!!",Yummy!!!,positive,24
aac1cc6fd4,Also with the not driving part i could afford a laptop. Also living with a roommate i would save even more,save ev,positive,21
1a43a95aae, The portuguese national library could use it also. Right now they seem to be in a ca. 1995 web. Example http://u.nu/7y68,The portuguese national library could use it also. Right now they seem to be in a ca. 1995 web.,neutral,21
8e382e2ee6,"Going to body pump then yoga, then going to enjoy a lovely bbq with the family, loving the may day holiday","to enjoy a lovely bbq with the family, loving the may day holiday",positive,21
f30abc6ee2, just took the Terminator trilogy :-D but what I need is actually TV series and I still can`t find anything tempting,I still can`t find anything tempting,negative,21
57251ae542,help! anyone know if there are stores that carry blackberry trackballs? just went to verizon retailer; no luck. do not want to order one,no luck.,negative,24
ccf4f12683," would have been better, IMO, if it let you play through all 3 songs provided. I just start to 'get it' and it blacks out.","would have been better, IMO, if it let you play through all 3 songs provided. I just start to 'get it' and it blacks out.",neutral,25
fbe782efb7, we should all be down to earth. don`t none of us walk on water  I`m just some **** nerd trying to find my way thru life lol,we should all be down to earth. don`t none of us walk on water  I`m just some **** nerd trying to find my way thru life lol,neutral,27
c444a1df35, I am glad to hear that you are ok. Without you they would have to rename the show to  'Just Friends',I am glad,positive,21
5d42a333b4,"the $60,000 i spent going to college was well spent.  I`m going to meet a man tomorrow in the Toys`R`Us parking lot for a cleaning job.","the $60,000 i spent going to college was well spent.",positive,26
e3e793b8f5," whats twhirl? I`ve some work to be doing over the weekend thank god so I`m probably going to miss it red, sorry","whats twhirl? I`ve some work to be doing over the weekend thank god so I`m probably going to miss it red, sorry",neutral,22
e409c6bca9,Shower head broke while i was in the shower and shot straight @ my head.may get a welt later on from it,shot straight,negative,22
f109c266e1,"Today is my first real mothers day with my son actually here  he wasn`t born yet last year , can`t wait to hug him when I get home",can`t wait to hug him,positive,28
9f32877698,"DH at work, DD7 at party. Seriously thinking of treating DS9 and myself to sushi lunch - after all, it IS Mother`s Day here!","DH at work, DD7 at party. Seriously thinking of treating DS9 and myself to sushi lunch - after all, it IS Mother`s Day here!",neutral,24
e4ea7144ce,"morning, still trying to find a babysitter, there is a creche at the gym so might leave him there, but just know he won`t be happy",won`t be happy,negative,26
1265739e54," Good luck  I wanna see them again too. I waited outside by their buses to see them before, no autographs tho!",Good,positive,21
23e6a370ca,My name is toggling in and out of Google Suggestions Help me by searching more for 'Ganesh Jaju' and clicking on some link,My name is toggling in and out of Google Suggestions Help me by searching more for 'Ganesh Jaju' and clicking on some link,neutral,23
f8a13bf71b, ur not blind  i was just browsing & saw ur tweet & figured i could answer ur query plus i wanted to know too,ur not blind  i was just browsing & saw ur tweet & figured i could answer ur query plus i wanted to know too,neutral,24
2abd17d7fe, hey is there a way u can make a somatic theme for leopard? some themes have installers already that are shapeshifter independent,hey is there a way u can make a somatic theme for leopard? some themes have installers already that are shapeshifter independent,neutral,22
870c815228,Why do people have 2 be so deceitful and unreal?  But my love for Steve Jones and Channing Tatum has been renewed lol...their soo nice,Why do people have 2 be so deceitful and unreal?  But my love for Steve Jones and Channing Tatum has been renewed lol...their soo nice,neutral,25
828b37669c, You mean set up to start using? just jump in! Use the # sign with whatever word you want to use,You mean set up to start using? just jump in! Use the # sign with whatever word you want to use,neutral,21
0dc68d825f,LOL!!  I`m glad I`ve seen the original trailer or that wouldn`t have made sense     Someone certainly went to a lot... http://bit.ly/A0pyr,LOL!!  I`m glad I`ve seen the original trailer or that wouldn`t have made sense     Someone certainly went to a,neutral,21
11da672d95," Haha k we should stop here. If not, it`s going to turn into a **** section. Ohwell, my parents just came home","Haha k we should stop here. If not, it`s going to turn into a **** section. Ohwell, my parents just came home",neutral,22
dfc5afdab4,UGH... I am soooo drag assing today  but on a brighter note I got my G1 update & it is the biznesssss!,UGH... I am soooo drag assing today  but on a brighter note I got my G1 update & it is the biznesssss!,neutral,22
2bb78da7ad,I should`ve known something would go wrong. The van is having problems. Oh please tell me it will not cost us an arm and a leg,problems.,negative,26
ffcf8e25dd,Greg:Showing my friends AudioBoo http://audioboo.fm/ Everyone seems 2 love it. Ta for the headzup bro. So need 2 get iPhone. Roll on June,love,positive,23
3670a05424,UGG WANT TO GO TO KAYLEN HOUSE BUT I CANT FINNA BE BORED THIS WEEKEND!!! UUURGG WANNA SPEND DA NITE  AND GO SEE UP AND GO SHOPPING,UGG WANT TO GO TO KAYLEN HOUSE BUT I CANT FINNA BE BORED THIS WEEKEND!!! UUURGG WANNA SPEND DA NITE  AND GO SEE UP AND GO SHOPPING,neutral,27
75318ceaff,"Charter is pissing me off, the rest of the internet can access my blog except me   should have it fixed soon they say, we will see...","Charter is pissing me off,",negative,26
4da3638e18,"Just found out my contact form was being dubbed Spam and wasn`t forwarding properly. When checked, I had no legit contacts anyway. Double","Just found out my contact form was being dubbed Spam and wasn`t forwarding properly. When checked, I had no legit contacts anyway. Double",neutral,23
82732f8f5d," I know you won`t keep a wild dog, or else you won`t be able in the situation to use Mandriva in your life.","I know you won`t keep a wild dog, or else you won`t be able in the situation to use Mandriva in your life.",neutral,23
668e026593,"Just spoke to Keith Urban`s record company, we can`t get him on the show till we`re back from holidays  sorry Jack, we`re trying mate!",sorry,negative,24
388ad42b4e," yeah that was me yesterday after i found out the house i want is sold, my bank effed me over and then the car accident",car accident,negative,25
3f937bf4f0,"Happy Star Wars Day, may the 4th be with you  my lil` 12yr old bro is at home playing with a lego AT-AT and dozens of stormtroopers.",Happy,positive,27
1cbeade305, ooh how is Milan? i could do with a holiday! Bfoyf is off to Geneva today visiting fam so ive got a weekend on my own,ooh how is Milan? i could do with a holiday! Bfoyf is off to Geneva today visiting fam so ive got a weekend on my own,neutral,26
e0bd0744d5,Just saw a dark burgundy Scion xB. That dark shade makes it look like a minivan because the shawdows of the lines and curves are lost.,lost.,negative,26
436b24fc93, not sure... there are fanciful expensive ones - but some basic ones are not expensive... Try the 24hr `M` shopping place,not sure... there are fanciful expensive ones - but some basic ones are not expensive.,neutral,21
98178224f2,"goin to bed, but must say i love that #justin timberlake and #mark martin are the #3 and #4 trending topics on twitter tonite!  rock.","goin to bed, but must say i love that #justin timberlake and #mark martin are the #3 and #4 trending topics on twitter tonite!  rock.",neutral,25
ba08a82a71,"Just woke up & can`t go back to sleep. Had a txt from the bff sayin if you`re up call me, sounds important but that was 4 hours ago",sounds important bu,positive,29
a0e1c76948," I already seen am and jazzy I know they blew the roof off! Was supposed 2 go to pony party, I couldn`t make it out last night","I already seen am and jazzy I know they blew the roof off! Was supposed 2 go to pony party, I couldn`t make it out last night",neutral,27
55edf2afd9," I want to get all dressed up and go out to, but I to have no one to go with, I`m with you mentor","but I to have no one to go with,",negative,24
5ea91c2730,"Happy mothers day to those of u that are mothers, and happy mothers day to all of your mothers      I miss my mom....","Happy mothers day to those of u that are mothers, and happy mothers day to all of your mothers      I miss my mom.",positive,23
f7c9bf6238,Home. Don`t think i`ll wake up at 5. :-p I had set an alarm for 6 in the kids` room & forgot to turn it off. I feel bad about that.,forgot to turn it off. I feel bad about that.,negative,31
01faa5ac29,Silly boyfriend forgets his phone charger on his 4 day long trip to Kilkenny and now I can`t talk to him and see how his gig went! Poo!,forgets,negative,28
754fee0f03,So my first aid shift started out with some excitement but now it`s kinda died down...  I wish I could do this more often!,So my first aid shift started out with some excitement but now it`s kinda died down...  I wish I could do this more often!,neutral,24
c15fd4ed65,"Oh, and now Mondays also mean new American Dad!  So glad I watched that show, so funny, and it makes Mondays even better",glad,positive,23
53053f3bff,i`m pretty bored/tried. my mom is going to be home in an hour.  is fixing to leave. aww...  she`s going to texas for a month..,i`m pretty bored/tried.,negative,25
0abea516e5," I`m running out of things to say, and I`m starting to think you`ll hate me for flooding your inbox with 'Philippines tour?'",hate,negative,22
5dac77c4b2,"is on allegra, flonase and a steroid inhaler for the rest of the allergy season. throat still hurts from the asthma",throat still hurts from the asthma,negative,21
d3d5803902,"awesome milkshakes, i had areo mint,. we just blended it up, it was like a lumpy smoothie  so then we did some more chattering and ...",awesome,positive,26
84ac9ac2a8,Why the **** can`t I be over this ??? I feel like crying bit I realy don`t want to  why is this bothering me sooooooo much !?,I feel like crying bit I realy don`t want to  why is this bothering me sooooooo much !?,negative,27
b14ddd4914, Ha Ha thanks Tom! I`m such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen?  x,Ha Ha thanks Tom! I`m such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen?  x,neutral,24
c0b0c01f67, lucky! been beggin for jury duty for years...they dont ever send me notices! just notices for other people to my address!,..they dont ever send me notices! just notices for other people to my address!,negative,21
60e4a455d7,Thanks so much for following me here too  I will keep you all up to date as much as possible on my makeup line plus all new collections,Thanks so much,positive,28
b3aa4e4195," big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot","its hard cuz Im workin so much, I miss out on alot",negative,27
c785c9e429,OMG! i`m almost done with the last block on this quilt! Just a few hours of work left  i can`t wait to meet my goal,i can`t wait to meet my goal,positive,25
2873883fa9,"Zen-related stuff: 'Go with the flow.' Very easy to accomplish - it started to rain, so the rain will flush me away",w.' Very easy to accomplish,positive,22
aca672028f,"hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh...","hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh...",negative,21
0f6aa44918, my kid is sick too tho..i can`t do it by myself.  i can`t go there by myself like a crazy stalker,my kid is sick too,negative,21
a5a1b3b23e,My car is home. Yay! $613.22 Boo!  I`m paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\,y car is home. Yay! $613.22 Boo!  I`m paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\,neutral,26
58c0fd11e3,"Happy Friday Dance, no rain and I`m about outta here..till 2morrow  I sat the saturday morning shift, but its still all good",Happy,positive,22
3a0e81d7de,Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer,Loved,positive,28
c0a15c93f7,Make sure u pick up Chrisette Michele`s new album EPIPHANY in stores tomorrow May 5th! You will love it! Promise!  Congrats ,Congrats,positive,21
e9a77f858e," cool, so if you could help make that happen, & make sure it happens at least once in houston, that`d be great. k? thanks.",thanks.,positive,24
a726cc5ced,Saw Fiddler with Topol! The girls LOOOOVED it!  Next month... Annie! 7th row! *can`t wait* Trip 2 the music store for Fiddler sheet music.,The girls LOOOOVED it!,positive,24
a3c750c0c4,Wants to go catch happy hour  to get me a strawberry lemonade slush ( put me on them)...but i dont have my car...super,Wants to go catch happy hour  to get me a strawberry lemonade slush ( put me on them)...but i dont have my car...super,neutral,23
820116989a," Haha, i came home from a long night out, and all i saw on Tweetie was Khayyam Wakil. I usually don`t announce and **** - LOL","Haha, i came home from a long night out, and all i saw on Tweetie was Khayyam Wakil. I usually don`t announce and **** - LOL",neutral,26
d33d7fde34,Created a new album on my Facebook for my Phantom cross stitch  I want to track my own progress so I feel like I am getting something done,Created a new album on my Facebook for my Phantom cross stitch  I want to track my own progress so I feel like I am getting something done,neutral,28
482a27ec9b,the start of my day was finding a lump on my body... went to the hospital... apparently its nothing! fewfffff! bloodtests suck...  haha,apparently its nothing! fewfffff! bloodtests suck...  haha,neutral,23
d4b909a8db,"I painted my nails metallic blue but Iï¿½m really sure about how it looks, itï¿½s a pretty weird color!! I think itï¿½s cool",a pretty weird color!! I think itï¿½s cool,neutral,23
83365c9889, I wish I couldn`t wrap my head around it  Hopefully it`ll wake up some people that say/think 'racism doesn`t exist anymore',I wish I couldn`t wrap my head around it  Hopefully it`ll wake up some people that say/think 'racism doesn`t exist anymore',positive,21
be80c8d17b,shouldn`t have stayed up til almost 2 reading 'rules' but i did. such a good book. totally worth the sleep deprivation.,such a good book. totally worth the sleep deprivation.,positive,21
2c93f937a1,Just finished curling her hair!!!! And now has to finish getting ready but doesn`t have a ribbon to put in her hair,Just finished curling her hair!!!! And now has to finish getting ready but doesn`t have a ribbon to put in her hair,neutral,22
276784ba06,Woke up from aspirating some stomach acid. I`m praying that I dont acid reflux  and that it was a one time thing,I`m praying that I dont acid reflux  and that it was a one time thing,negative,22
e240dc7027,"Shower is taken. It is in the room right by the bed. Yeasterday we had the shower on the balcony, with sea wiew, that was a bit nicer",nicer,positive,28
8854c0c135, soooo over ppl telling me they went to the tonite show!!!  Ive had dreams of meeting him  I`m embarrassd of that a lil LOL,`m embarrass,negative,24
